names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Barbie,07/21/2023 ,0.0,Comedy,To live in Barbie Land is to be a perfect being in a perfect place. Unless you have a full-on existential crisis. Or you're a Ken.,"Margot Robbie, Barbie, Ryan Gosling, Ken, America Ferrera, , Will Ferrell, Mattel CEO, Ariana Greenblatt, , Helen Mirren, Narrator, Issa Rae, President Barbie, Alexandra Shipp, Celebrated Author Barbie, Emma Mackey, Nobel Prize Winning Physicist Barbie",Barbie, Post Production, English,175000000.0,178359863.0,US
Alcarràs,04/29/2022 ,69.0,Drama,"In a small village in Catalonia, the peach farmers of the Solé family spend every summer together picking fruit from their orchard. But when plans arise to install solar panels and cut down trees, the members of this tight-knit group suddenly face eviction – and the loss of far more than their home.","Jordi Pujol Dolcet, Qumet, Anna Otin, Dolors, Xenia Roset, Mariona, Albert Bosch, Roger, Ainet Jounou, Iris, Montse Oró, Nati, Carles Cabós, Cisco, Berta Pipó, Glòria, Josep Abad, Rogelio",Alcarràs, Released," Catalan, Valencian",95000000.0,406434252.2,ES
The Witcher: Nightmare of the Wolf,08/23/2021 ,76.0,"Animation, Action, Fantasy","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.","Theo James, Vesemir (voice), Mary McDonnell, Lady Zerbst (voice), Lara Pulver, Tetra Gilcrest (voice), Graham McTavish, Deglan (voice), Tom Canton, Filavandrel (voice), David Errigo Jr., Young Vesemir / Young Remus (voice), Jennifer Hale, Illyana / Noblewoman (voice), Kari Wahlgren, Kitsu / Boy (voice), Matthew Yang King, Luka / Skogar (voice)",The Witcher: Nightmare of the Wolf, Released, English,155000000.0,851049145.4,AU
Charade,12/05/1963 ,77.0,"Comedy, Mystery, Romance","After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?","Cary Grant, Peter Joshua, Audrey Hepburn, Regina Lampert, Walter Matthau, Hamilton Bartholemew, James Coburn, Tex Panthollow, George Kennedy, Herman Scobie, Dominique Minot, Sylvie Gaudel, Ned Glass, Leopold Gideon, Jacques Marin, Edouard Grandpierre, Paul Bonifas, Mr. Felix",Charade, Released, English,4000000.0,13475000.0,US
Rumble in the Bronx,05/16/1996 ,68.0,"Crime, Action, Comedy, Thriller","Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.","Jackie Chan, Keung, Anita Mui, Elaine, Bill Tung, Uncle Bill, Françoise Yip, Nancy, Wakin Chau, Ice Cream Salesman, Alex To Tak-Wai, Ice Cream Customer, Marc Akerstream, Tony, Garvin Cross, Angelo, Yueh Hua, Wah", 紅番區, Released, Cantonese,7500000.0,36238752.0,AU
Kiki's Delivery Service,06/13/1991 ,78.0,"Animation, Family, Fantasy, Adventure","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.","Minami Takayama, Kiki / Ursula (voice), Rei Sakuma, Jiji (voice), Kappei Yamaguchi, Tombo (voice), Keiko Toda, Osono (voice), Mieko Nobusawa, Kokiri (voice), Kôichi Miura, Okino (voice), Haruko Katô, Old Lady (voice), Hiroko Seki, Barsa (voice), Yuriko Fuchizaki, Ketto (voice)", 魔女の宅急便, Released, Japanese,6900000.0,4493017.0,AU
Dora and the Lost City of Gold,09/19/2019 ,67.0,"Adventure, Comedy, Family, Fantasy","Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.","Isabela Merced, Dora, Jeffrey Wahlberg, Diego, Madeleine Madden, Sammy, Eugenio Derbez, Alejandro Gutierrez, Michael Peña, Cole - Dora's Father, Eva Longoria, Elena, Benicio del Toro, Swiper (voice), Madelyn Miranda, Dora (6 years), Malachi Barton, Diego (6 years)",Dora and the Lost City of Gold, Released, English,49000000.0,120592276.0,AU
Ready Player One,03/29/2018 ,76.0,"Science Fiction, Adventure, Action","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.","Tye Sheridan, Wade Watts / Parzival, Olivia Cooke, Samantha Cook / Artemis, Ben Mendelsohn, Nolan Sorrento, Lena Waithe, Helen Harris / Aech, T.J. Miller, i-R0k (voice), Simon Pegg, Ogden Morrow, Mark Rylance, James Halliday / Anorak, Philip Zhao, Zhou / Sho, Win Morisaki, Toshiro / Daito",Ready Player One, Released, English,150000000.0,579055653.0,AU
Pizza Dare 2,05/22/2020 ,35.0,Romance,"So-ra, a woman who lives day by day meeting conditions. Hyeon-soo, a man obsessed with women's scent. Upon Hyeon-soo's suggestion to sponsor her, So-ra maintains a lover-like relationship with him. Sora and Hyeon-soo as couples seduce men for fun, enslave them, and then destroys families. Once, while seeing a happy couple in a chicken restaurant, So-ra felt jealous and wanted to break that happiness. So-ra and Hyeon-soo decide to seduce the husband and brings him to their guest house after several delivery exposures. In the end, the couples swap together with Seok and Hyeon-jin at a chicken restaurant.  Can Sora's plan succeed to destroy ordinary couples?","Yoo Jung, , Kang Min-woo, , Yoon So-jung-I, , Yuuta, , Jin Si-ah, , Shin Yeon-woo, ", 배달노출2 : 초대남과 좋아죽는 와이프, Released, Korean,47270000.0,329856760.8,KR
Peter Knife,05/31/1984 ,70.0,"Action, Comedy, Drama","Based on the international hit song, Pedro Navaja (Peter the Knife) is the story of the coolest, street smart hustler ever to walk the streets of Mexico City. The police are after him, his rivals are after him, and all the while the most beautiful women of Mexico are in the cup of his hand.  - Written by Echo Bridge Home Entertainment","Andrés García, Pedro Navaja, Sergio Goyri, El cumbias, Adalberto Martínez, Micky Inflaus, Maribel Guardia, Rosa, Ana Luisa Peluffo, Roja, Bruno Rey, Ruperto, Rubi Re, Mari, Carmelina Encinas, Redhead prostitute, Pedro Weber 'Chatanuga', Chale", Pedro Navaja, Released," Spanish, Castilian",117780000.0,581124959.8,MX
Witness,05/02/1985 ,71.0,"Crime, Drama, Romance, Thriller","A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.","Harrison Ford, Det. Capt. John Book, Kelly McGillis, Rachel Lapp, Josef Sommer, Chief Paul Schaeffer, Lukas Haas, Samuel Lapp, Jan Rubeš, Eli Lapp, Alexander Godunov, Daniel Hochleitner, Danny Glover, McFee, Brent Jennings, Carter, Patti LuPone, Elaine",Witness, Released, English,12000000.0,65532576.0,AU
Soul,12/25/2020 ,82.0,"Animation, Family, Comedy, Fantasy, Drama","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.","Jamie Foxx, Joe Gardner (voice), Tina Fey, 22 (voice), Graham Norton, Moonwind (voice), Rachel House, Terry (voice), Alice Braga, Counselor Jerry (voice), Richard Ayoade, Counselor Jerry (voice), Phylicia Rashād, Libba Gardner (voice), Donnell Rawlings, Dez (voice), Questlove, Curly (voice)",Soul, Released, English,150000000.0,136384442.0,AU
Wuthering Heights,10/16/1992 ,67.0,"Drama, Romance","Young orphan Heathcliff is adopted by the wealthy Earnshaw family and moves into their estate, Wuthering Heights. Soon, the new resident falls for his compassionate foster sister, Cathy. The two share a remarkable bond that seems unbreakable until Cathy, feeling the pressure of social convention, suppresses her feelings and marries Edgar Linton, a man of means who befits her stature. Heathcliff vows to win her back.","Juliette Binoche, Catherine Linton, Ralph Fiennes, Heathcliff, Jeremy Northam, Hindley Earnshaw, Janet McTeer, Ellen Dean, Sophie Ward, Isabella Linton, Simon Shepherd, Edgar Linton, Jason Riddington, Hareton Earnshaw, Simon Ward, Mr. Linton, Dick Sullivan, Parson",Wuthering Heights, Released, English,8000000.0,2721534.0,US
The Night Eats the World,03/07/2018 ,61.0,"Drama, Horror, Thriller","After waking up to find himself all alone in an apartment where a massive party was being held the night before, Sam is immediately forced to face a terrifying reality: the living dead have invaded the streets of Paris.","Anders Danielsen Lie, Sam, Golshifteh Farahani, Sarah, Denis Lavant, Alfred, Sigrid Bouaziz, Fanny, David Kammenos, Mathieu, Jean-Yves Cylly, Neighbor Father, Nancy Murillo, Neighbor Mother, Lina-Rose Djedje, Neighbor Daughter, Victor van der Woerd, Zombie Neighbor", La nuit a dévoré le monde, Released, French,214800000.0,692152526.4,FR
Love You Long Time,04/08/2023 ,0.0,"Drama, Romance",We don't have an overview translated in English. Help us expand our database by adding one.,"Carlo Aquino, , Eisel Serrano, , Ana Abad-Santos, , Arlene Muhlach, , Juan Miguel Severo, , Meanne Espinosa, , Patrick Quiroz, ",Love You Long Time, Released, Tagalog,185534545.8,178359863.0,PH
Vivo,08/06/2021 ,74.0,"Animation, Family, Comedy",A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,"Lin-Manuel Miranda, Vivo (voice), Ynairaly Simo, Gabi (voice), Zoe Saldaña, Rosa (voice), Juan de Marcos González, Andrés (voice), Brian Tyree Henry, Dancarino (voice), Gloria Estefan, Marta Sandoval (voice), Michael Rooker, Lutador (voice), Nicole Byer, Valentina (voice), Katie Lowes, Becky (voice)",Vivo, Released, English,125000000.0,1139731798.4,AU
Tom and Jerry: The Fast and the Furry,10/11/2005 ,69.0,"Family, Animation, Comedy, Action, Adventure","After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion.","Charlie Adler, Grammy (voice), Jeff Bennett, Steed (voice), John DiMaggio, J.W. / Spike (voice), Jess Harnell, Buzz Blister / Film Director (voice), Tom Kenny, Gorthan / Whale (voice), Bill Kopp, Tom / Frank (voice), Tress MacNeille, Soccer Mom / Lady / Tour Girl (voice), Rob Paulsen, Irving / Dave (voice), Billy West, Biff Buzzard / President of Hollywood / Squirty (voice)",Tom and Jerry: The Fast and the Furry, Released, English,123440000.0,705791389.6,US
Secret Window,04/08/2004 ,66.0,"Mystery, Thriller","Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.","Johnny Depp, Mort Rainey, John Turturro, John Shooter, Maria Bello, Amy Rainey, Timothy Hutton, Ted Milner, Charles S. Dutton, Ken Karsch, Len Cariou, Sheriff Dave Newsome, Joan Heney, Mrs. Garvey, John Dunn-Hill, Tom Greenleaf, Vlasta Vrana, Fire Chief Wickersham",Secret Window, Released, English,40000000.0,92110539.0,AU
Godzilla Against MechaGodzilla,11/02/2002 ,74.0,"Action, Science Fiction","JSDF pilot Akane has a fateful encounter when a new Godzilla emerges in Tateyama. As a countermeasure, a cyborg named Kiryu is constructed from the remains of the original. The machine is discovered to harbor the restless soul of the original monster as Akane must learn to find value in her own life as well.","Yumiko Shaku, Akane Yashiro, Shin Takuma, Tokumitsu Yuhara, Kana Onodera, Sara Yuhara (Tokumitsu's daughter), Koh Takasugi, JSDF Lieutenant Togashi, Tsutomu Kitagawa, Gojira / Maser Tank Pilot, Kumi Mizuno, 1999 Prime Minister Machiko Tsuge, Koichi Ueda, General Dobashi, Akira Nakao, 2003 Prime Minister Hayato Igarashi, Tetsu Watanabe, Management", ゴジラ×メカゴジラ, Released, Japanese,8500000.0,16000000.0,JP
Day of Reckoning,10/08/2016 ,44.0,"Science Fiction, Horror, Action","Some years ago, the world experienced a ""day of reckoning"" when creatures came up from below and purged humanity of evil. Now, it is happening again.","Jackson Hurst, David, Heather McComb, Laura, Hana Hayes, Maddy, Nick Gomez, Garrett, Raymond J. Barry, Ted, Barbara Crampton, Stella, Randy Vasquez, Milton, Daz Crawford, Carl, Jay Jay Warren, Tyler",Day of Reckoning, Released, English,74100000.0,852389639.0,US
The Silence,04/10/2019 ,60.0,"Horror, Drama, Thriller, Fantasy","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.","Stanley Tucci, Hugh Andrews, Kiernan Shipka, Ally Andrews, Miranda Otto, Kelly Andrews, John Corbett, Glenn, Kate Trotter, Lynn, Kyle Breitkopf, Jude Andrews, Dempsey Bryk, Rob, Billy MacLellan, The Reverend, Chris Whitby, Man with Shotgun",The Silence, Released, English,6320000.0,2325977.0,US
Sayen,03/03/2023 ,62.0,"Thriller, Action","Sayen is hunting down the men who murdered her grandmother. Using her training and knowledge of nature, she is able to turn the tables on them, learning of a conspiracy from a corporation that threatens her people's ancestral lands.","Rallén Montenegro, Sayen, Arón Piper, Antonio Torres, Enrique Arce, Máximo Torres, Roberto García Ruiz, Bykov, Loreto Aravena, Miranda, Alejandro Trejo, Lira, Eduardo Paxeco, Rubén, Camilo Arancibia, José, Teresa Ramos, Ilwen",Sayen, Released," Spanish, Castilian",73800000.0,370426090.8,CL
John Wick: Chapter 2,05/18/2017 ,73.0,"Action, Thriller, Crime","John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.","Keanu Reeves, John Wick, Common, Cassian, Ian McShane, Winston, Laurence Fishburne, Bowery King, Riccardo Scamarcio, Santino D'Antonio, Ruby Rose, Ares, Lance Reddick, Charon, Peter Stormare, Abram Tarasov, Bridget Moynahan, Helen Wick",John Wick: Chapter 2, Released, English,40000000.0,171539887.0,AU
